school_type,teaching_method,n_student,gender,lunch,pretest,posttest,school_setting_Rural,school_setting_Suburban,school_setting_Urban
0,1,-0.41652555133107666,0,0,0.29651559046816267,69.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.14896431595378212,69.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.3702912277253529,68.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.44406686498254316,71.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.44406686498254316,66.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.29651559046816267,69.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.5178425022397335,72.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.3702912277253529,66.0,0.0,0.0,1.0
0,0,-1.12283896487027,0,0,0.44406686498254316,75.0,0.0,1.0,0.0
0,0,-1.12283896487027,0,1,0.6653937767541139,82.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.2227399532109724,77.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,0,0.7391694140113042,87.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,0,0.7391694140113042,80.0,0.0,1.0,0.0
0,0,-1.12283896487027,0,1,0.5178425022397335,75.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.2227399532109724,73.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.29651559046816267,74.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.29651559046816267,74.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.5916181394969237,76.0,0.0,1.0,0.0
0,0,-1.12283896487027,0,0,0.5916181394969237,78.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,0,0.29651559046816267,77.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.44406686498254316,77.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,1,0.0014130414394015929,72.0,0.0,1.0,0.0
0,0,-1.12283896487027,1,0,0.8129450512684945,83.0,0.0,1.0,0.0
0,0,-1.12283896487027,0,0,0.960496325782875,79.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.5916181394969237,80.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,0.5916181394969237,83.0,0.0,1.0,0.0
0,0,-0.6519633558441411,1,0,0.8129450512684945,82.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.8867206885256848,84.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,0.8867206885256848,83.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,1.1080476002972555,91.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,1.4031501493260166,85.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.6653937767541139,83.0,0.0,1.0,0.0
0,0,-0.6519633558441411,1,1,0.5178425022397335,78.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,1.550701423840397,84.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,1.3293745120688263,86.0,0.0,1.0,0.0
0,0,-0.6519633558441411,1,0,0.7391694140113042,87.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.8129450512684945,79.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.8129450512684945,84.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,0,0.8129450512684945,82.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,0.7391694140113042,83.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,0.5916181394969237,78.0,0.0,1.0,0.0
0,0,-0.6519633558441411,0,1,0.960496325782875,84.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,0,0.7391694140113042,79.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,0,1.1080476002972555,83.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,1,0.7391694140113042,81.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,1,0.44406686498254316,74.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,1,0.5916181394969237,77.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,0,0.5178425022397335,82.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,0,1.0342719630400652,81.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,1,0.5916181394969237,75.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,1,0.5178425022397335,81.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,1,0.5916181394969237,77.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,1,0.29651559046816267,74.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,0,0.5916181394969237,80.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,0,0.8129450512684945,76.0,0.0,1.0,0.0
0,0,-1.829152378409463,0,0,0.29651559046816267,77.0,0.0,1.0,0.0
0,0,-1.829152378409463,1,1,0.3702912277253529,74.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,1,0.960496325782875,76.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,1,1.4031501493260166,82.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,1,0.5916181394969237,73.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,1,1.3293745120688263,78.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,0,1.4769257865832068,83.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.6982526983547777,84.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,1,1.0342719630400652,78.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,1,1.3293745120688263,81.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.3293745120688263,80.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,1,0.960496325782875,82.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.255598874811636,84.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.3293745120688263,80.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,0,1.1818232375544457,91.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,0,1.3293745120688263,80.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.1080476002972555,84.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.1818232375544457,78.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,0,1.550701423840397,85.0,0.0,1.0,0.0
0,1,-0.41652555133107666,0,0,1.255598874811636,83.0,0.0,1.0,0.0
0,1,-0.41652555133107666,1,0,1.1818232375544457,83.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,-0.44124078210374,68.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,0,0.0014130414394015929,70.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,0.3702912277253529,73.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,0.29651559046816267,73.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,0.0014130414394015929,69.0,0.0,1.0,0.0
0,0,-1.5937145738963985,1,0,0.0014130414394015929,71.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,0,0.07518867869659186,74.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,-0.14613823307497895,69.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,-0.5150164193609302,70.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,0,0.5178425022397335,76.0,0.0,1.0,0.0
0,0,-1.5937145738963985,1,0,0.2227399532109724,75.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,-0.2199138703321692,69.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,0,0.29651559046816267,67.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,1,-0.14613823307497895,69.0,0.0,1.0,0.0
0,0,-1.5937145738963985,0,0,0.14896431595378212,72.0,0.0,1.0,0.0
0,1,-0.8874011603572054,1,0,0.960496325782875,76.0,0.0,1.0,0.0
0,1,-0.8874011603572054,1,0,0.8867206885256848,80.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.8867206885256848,76.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,0,0.8129450512684945,82.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,0,0.2227399532109724,72.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,0,0.44406686498254316,70.0,0.0,1.0,0.0
0,1,-0.8874011603572054,1,0,0.5916181394969237,75.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,0,0.960496325782875,77.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.44406686498254316,76.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,0,1.4769257865832068,83.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.960496325782875,75.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.7391694140113042,72.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.7391694140113042,77.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.44406686498254316,77.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.5178425022397335,69.0,0.0,1.0,0.0
0,1,-0.8874011603572054,1,1,0.7391694140113042,74.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,1.1080476002972555,79.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.7391694140113042,74.0,0.0,1.0,0.0
0,1,-0.8874011603572054,0,1,0.3702912277253529,73.0,0.0,1.0,0.0
0,1,-0.8874011603572054,1,0,0.3702912277253529,67.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.5178425022397335,70.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.29651559046816267,73.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.5178425022397335,72.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,-0.07236259581778867,68.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.2227399532109724,66.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.2227399532109724,66.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.3702912277253529,69.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.960496325782875,78.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.0014130414394015929,69.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.44406686498254316,71.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.44406686498254316,71.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.44406686498254316,70.0,0.0,0.0,1.0
0,1,-0.8874011603572054,1,0,0.6653937767541139,81.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.44406686498254316,72.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.07518867869659186,65.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.0014130414394015929,64.0,0.0,0.0,1.0
0,1,-0.8874011603572054,0,0,0.7391694140113042,71.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.6653937767541139,76.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,1.255598874811636,79.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,1.255598874811636,78.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.8867206885256848,72.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.6653937767541139,74.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,1.0342719630400652,79.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.8867206885256848,78.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,1.1080476002972555,76.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.6653937767541139,77.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.6653937767541139,75.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,1.0342719630400652,78.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,1.1080476002972555,82.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,1.1818232375544457,78.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.8867206885256848,80.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,1.0342719630400652,79.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,1.0342719630400652,80.0,0.0,0.0,1.0
0,1,-0.41652555133107666,1,0,0.8129450512684945,81.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.6653937767541139,78.0,0.0,0.0,1.0
0,1,-0.41652555133107666,0,0,0.7391694140113042,76.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.6653937767541139,88.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.6653937767541139,80.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,1.3293745120688263,81.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,0.8129450512684945,83.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.07518867869659186,78.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.8867206885256848,87.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,0.5178425022397335,82.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,0.960496325782875,82.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,1.0342719630400652,84.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,0.960496325782875,85.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.5916181394969237,82.0,0.0,0.0,1.0
0,0,-1.3582767693833342,0,0,1.255598874811636,83.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,1.1080476002972555,82.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.960496325782875,87.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.6653937767541139,78.0,0.0,0.0,1.0
0,0,-1.3582767693833342,1,0,0.44406686498254316,77.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,1.1080476002972555,78.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.7391694140113042,79.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.5916181394969237,72.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.960496325782875,80.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.8129450512684945,75.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.6653937767541139,75.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.960496325782875,77.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.8867206885256848,79.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,0.8129450512684945,75.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,0.960496325782875,80.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,1.255598874811636,86.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,1.0342719630400652,76.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,0.960496325782875,78.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,0.5178425022397335,75.0,0.0,0.0,1.0
0,1,-1.3582767693833342,0,0,1.1818232375544457,80.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,1.255598874811636,79.0,0.0,0.0,1.0
0,1,-1.3582767693833342,1,0,0.6653937767541139,74.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.0014130414394015929,70.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,0.0014130414394015929,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.2227399532109724,70.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.3702912277253529,67.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.2227399532109724,69.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.2199138703321692,63.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.14613823307497895,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.14613823307497895,68.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.07236259581778867,68.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.29651559046816267,70.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.0014130414394015929,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.07518867869659186,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.2227399532109724,67.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.2227399532109724,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,0.2227399532109724,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.3702912277253529,74.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.3702912277253529,69.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.07518867869659186,61.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.07518867869659186,69.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.07518867869659186,74.0,0.0,0.0,1.0
1,1,1.231539080260374,0,1,-0.2199138703321692,68.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.07518867869659186,63.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.44406686498254316,71.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.3702912277253529,62.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,0.14896431595378212,62.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.36746514484654974,58.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,0.0014130414394015929,63.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.6625676938753108,57.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.36746514484654974,59.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.36746514484654974,57.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,0.07518867869659186,64.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,1,-0.8101189683896913,58.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.14613823307497895,64.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.29368950758935947,56.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.36746514484654974,61.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.14613823307497895,61.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.14613823307497895,64.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.2199138703321692,60.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.44124078210374,61.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,0.0014130414394015929,63.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,0.07518867869659186,66.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.14613823307497895,62.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.36746514484654974,59.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,1,-0.36746514484654974,59.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.2199138703321692,62.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.2199138703321692,58.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,1,-0.5887920566181205,62.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.14613823307497895,59.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.29368950758935947,61.0,0.0,0.0,1.0
1,1,0.9961012757473096,1,0,-0.2199138703321692,65.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.36746514484654974,64.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.2199138703321692,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.3702912277253529,72.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.0014130414394015929,69.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.14613823307497895,68.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.14896431595378212,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.44406686498254316,62.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.29651559046816267,64.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.29368950758935947,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,-0.44124078210374,65.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.29651559046816267,64.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,-0.2199138703321692,63.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.29368950758935947,66.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.14896431595378212,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.07236259581778867,62.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.2199138703321692,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.14896431595378212,68.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.07236259581778867,65.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.14896431595378212,59.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.3702912277253529,68.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.29368950758935947,64.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,0.44406686498254316,67.0,0.0,0.0,1.0
1,1,1.231539080260374,1,1,-0.2199138703321692,61.0,0.0,0.0,1.0
1,1,1.231539080260374,0,1,-0.44124078210374,64.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.14896431595378212,63.0,0.0,0.0,1.0
1,1,1.231539080260374,0,0,-0.2199138703321692,63.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,-0.07236259581778867,63.0,0.0,0.0,1.0
1,1,1.231539080260374,1,0,0.2227399532109724,65.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,-0.29368950758935947,66.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,0.07518867869659186,72.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,1,-0.29368950758935947,69.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.14613823307497895,65.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.07236259581778867,72.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.2199138703321692,71.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,-0.14613823307497895,70.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.07236259581778867,70.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,0.14896431595378212,76.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.2199138703321692,67.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,0.44406686498254316,74.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,1,-0.07236259581778867,68.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,0.0014130414394015929,69.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.14613823307497895,71.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,0.0014130414394015929,72.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.14613823307497895,70.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,1,-0.5150164193609302,66.0,0.0,0.0,1.0
1,0,0.2897878622081165,1,0,-0.29368950758935947,70.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,0.07518867869659186,70.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,0,-0.29368950758935947,69.0,0.0,0.0,1.0
1,0,0.2897878622081165,0,1,-0.44124078210374,67.0,0.0,0.0,1.0
1,1,0.9961012757473096,0,0,-0.07236259581778867,67.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,1,-0.36746514484654974,64.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,0,-0.29368950758935947,65.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,0,-0.14613823307497895,70.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,0,-0.2199138703321692,60.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,0,0.07518867869659186,61.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,1,-0.5887920566181205,58.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,1,-0.44124078210374,60.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,1,-0.6625676938753108,63.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,1,-0.8838946056468816,61.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,0,0.07518867869659186,59.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,0,-0.07236259581778867,64.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,1,-0.5150164193609302,64.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,0,0.0014130414394015929,62.0,0.0,1.0,0.0
1,1,0.9961012757473096,0,0,-0.14613823307497895,63.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,1,-0.2199138703321692,63.0,0.0,1.0,0.0
1,1,0.9961012757473096,1,0,0.0014130414394015929,55.0,0.0,1.0,0.0
